kennel,animalid,jurisdiction,intype,insubtype,indate,surreason,outtype,outsubtype,outdate,animaltype,sex,bites,petsize,color,breed,sourcezipcode,ObjectId
TNR/SNR,A695835,40212,STRAY,OTC,2021-07-20 00:00:00,STRAY,SNR,,2021-07-22 00:00:00,CAT,S,N,MED,ORG TABBY,DOMESTIC SH,40219,13462
INTAKE,A695892,40118,STRAY,OTC,2021-07-21 00:00:00,STRAY,EUTH,INHUMANE,2021-07-21 00:00:00,CAT,M,N,KITTN,BRN TABBY / WHITE,DOMESTIC SH,40222,13463
C105,A696089,40216,STRAY,OTC,2021-09-02 00:00:00,STRAY,EUTH,MEDICAL,2021-09-08 00:00:00,CAT,S,N,MED,GRAY TABBY,DOMESTIC SH,40216,13464
TNR/SNR,A696089,40216,STRAY,OTC,2021-07-26 00:00:00,STRAY,SNR,,2021-07-28 00:00:00,CAT,S,N,MED,GRAY TABBY,DOMESTIC SH,40219,13465
TNR/SNR,A696098,40223,STRAY,OTC,2021-07-26 00:00:00,STRAY,SNR,,2021-07-28 00:00:00,CAT,S,N,SMALL,TORTIE PT,DOMESTIC SH,40299,13466
N41,A696124,40218,FOSTER,RETURN,2021-10-12 00:00:00,FOSTER RET,ADOPTION,INTERNET,2021-10-13 00:00:00,CAT,S,N,KITTN,BLK SMOKE,DOMESTIC MH,40203,13467
FOSTER,A696174,40272,STRAY,OTC,2021-07-27 00:00:00,STRAY,FOSTER,TOO YOUNG,2021-08-12 00:00:00,CAT,N,N,KITTN,BLK SMOKE,DOMESTIC SH,40272,13468
ACO UNIT,A696192,40118,STRAY,FIELD,2021-07-28 00:00:00,STRAY,EUTH,INHUMANE,2021-07-28 00:00:00,DOG,M,N,SMALL,BROWN,SHIH TZU / MIX,40218,13469
FOUND,A712188,,FOUND,WEB,2022-03-05 00:00:00,,,,,DOG,F,,MED,WHITE / BROWN,LABRADOR RETR,,13470
LOST,A712221,,LOST,WEB,2022-01-01 00:00:00,,,,,DOG,F,,MED,UNKNOWN,AMERICAN STAFF,,13471
C111,A702287,40218,STRAY,OTC,2021-10-05 00:00:00,STRAY,SNR,,2021-11-05 00:00:00,CAT,S,N,KITTN,WHITE / BLACK,DOMESTIC SH,40218,13472
C404,A702287,40218,STRAY,OTC,2021-12-09 00:00:00,STRAY,RTF,,2021-12-22 00:00:00,CAT,S,N,KITTN,WHITE / BLACK,DOMESTIC SH,40218,13473
N07,A702408,OUT OF COUNTY,RETURN,ADOPTION,2021-11-06 00:00:00,OTHER PET,ADOPTION,WALK IN,2021-11-13 00:00:00,DOG,S,N,LARGE,GRAY TIGER,CANE CORSO / MIX,42754,13474
TNR/SNR,A702478,40212,STRAY,OTC,2021-10-08 00:00:00,STRAY,SNR,,2021-10-13 00:00:00,CAT,S,N,MED,GRAY TABBY / WHITE,DOMESTIC SH,40219,13475
108,A702536,40219,STRAY,OTC,2021-10-09 00:00:00,STRAY,TRANSPORT,RESCUE GRP,2021-10-23 00:00:00,DOG,S,N,PUPPY,BL BRINDLE,CANE CORSO,40219,13476
ACO UNIT,A702606,40212,STRAY,FIELD,2021-10-11 00:00:00,ILL,EUTH,INHUMANE,2021-10-11 00:00:00,CAT,F,N,SMALL,APRICOT,DOMESTIC MH,40218,13477
LOST,A717413,,LOST,WEB,2022-06-03 00:00:00,,,,,CAT,F,,SMALL,UNKNOWN,DOMESTIC LH,,13478
501,A717460,40203,STRAY,OTC,2022-06-08 00:00:00,STRAY,RTO,,2022-06-11 00:00:00,DOG,F,N,MED,TAN,PIT BULL,40206,13479
C136,A717518,40258,STRAY,FIELD,2022-06-09 00:00:00,STRAY,ADOPTION,WALK IN,2022-06-13 00:00:00,CAT,N,N,LARGE,BLACK / WHITE,DOMESTIC LH,40258,13480
NP,A717538,40216,STRAY,FIELD,2022-06-10 00:00:00,STRAY,ADOPTION,FRIEND,2022-06-17 00:00:00,DOG,S,N,SMALL,TAN,CHIHUAHUA SH,40218,13481
DW06,A717553,40203,STRAY,OTC,2022-06-11 00:00:00,STRAY,RTO,IN KENNEL,2022-06-13 00:00:00,DOG,N,N,SMALL,WHITE / BROWN,JACK RUSS TER,40217,13482
N12,A717718,40218,STRAY,OTC,2022-06-13 00:00:00,STRAY,ADOPTION,WALK IN,2022-07-01 00:00:00,DOG,N,N,MED,BLACK / WHITE,BOXER / LABRADOR RETR,40218,13483
SNIP,A704575,40216,STRAY,OTC,2022-01-17 00:00:00,STRAY,TNR,CARETAKER,2022-01-19 00:00:00,CAT,S,N,MED,GRAY TABBY / CALICO,DOMESTIC MH,40216,13484
SNIP,A704608,40214,STRAY,OTC,2022-01-25 00:00:00,STRAY,TNR,CARETAKER,2022-01-27 00:00:00,CAT,U,N,MED,BLACK,DOMESTIC SH,40214,13485
SNIP,A704666,40272,STRAY,OTC,2022-01-31 00:00:00,STRAY,TNR,CARETAKER,2022-02-02 00:00:00,CAT,N,N,MED,GRAY TABBY / WHITE,DOMESTIC SH,40272,13486
FOSTER,A719274,40243,OWNER SUR,OTC,2022-07-08 00:00:00,EUTH BEHAV,FOSTER,BEHAV OBSV,2022-08-02 00:00:00,DOG,S,Y,SMALL,WHITE,CHIHUAHUA SH,40207,13487
FOUND,A719309,,FOUND,WEB,2022-07-09 00:00:00,,,,,DOG,,,MED,BROWN / BROWN,BOXER,,13488
C204,A719339,40207,STRAY,OTC,2022-07-11 00:00:00,STRAY,SNR,,2022-07-20 00:00:00,CAT,N,N,SMALL,GRAY TABBY / WHITE,DOMESTIC MH,40213,13489
LOST,A719381,,LOST,WEB,2022-07-08 00:00:00,,,,,CAT,M,,,UNKNOWN,DOMESTIC MH,,13490
LOST,A719499,,LOST,WEB,2022-07-10 00:00:00,,,,,CAT,F,,MED,UNKNOWN,TURKISH VAN,,13491
LOST,A719561,,LOST,WEB,2022-07-14 00:00:00,,,,,CAT,F,,SMALL,UNKNOWN,AMER SH,,13492
ID06,A719628,40205,CONFISCATE,POLICE,2022-07-17 00:00:00,STRAY,RTO,IN KENNEL,2022-07-30 00:00:00,DOG,N,N,MED,WHITE / BROWN,BRITTANY / BEAGLE,40205,13493
NP,A719630,OUT OF COUNTY,RETURN,ADOPTION,2022-08-26 00:00:00,HYPER,ADOPTION,INTERNET,2022-09-10 00:00:00,DOG,S,N,LARGE,BR BRINDLE,PIT BULL,40031,13494
FOLLOWUP,A719877,40291,STRAY,OTC,2022-07-20 00:00:00,STRAY,,,2022-07-20 00:00:00,CAT,M,N,LARGE,BRN TABBY,DOMESTIC SH,40291,13495
C407,A719955,40212,STRAY,OTC,2022-07-21 00:00:00,STRAY,FOSTER,TOO YOUNG,2022-07-22 00:00:00,CAT,N,N,SMALL,BRN TABBY,DOMESTIC SH,40212,13496
BARN,A720014,40214,STRAY,OTC,2022-07-22 00:00:00,STRAY,FOSTER,,2022-07-26 00:00:00,RABBIT,N,N,MED,WHITE / BROWN,NEW ZEALAND WHT,40214,13497
FOUND,A720149,,FOUND,WEB,2022-07-25 00:00:00,,,,,DOG,M,,MED,BROWN,BOXER,,13498
NF1,A720174,40218,FOSTER,RETURN,2022-10-11 00:00:00,FOSTER RET,ADOPTION,WALK IN,2022-10-13 00:00:00,CAT,N,N,KITTN,SL LYNX PT,SNOWSHOE / SIAMESE,40258,13499
N09,A720193,40218,FOSTER,RETURN,2022-09-03 00:00:00,FOSTER RET,ADOPTION,FACEBOOK,2022-09-19 00:00:00,DOG,S,N,LARGE,CHOCOLATE / WHITE,LABRADOR RETR / MIX,40229,13500
LOST,A713205,,LOST,WEB,2022-03-24 00:00:00,,,,,CAT,F,,TOY,UNKNOWN,DOMESTIC SH,,13501
LOST,A713315,,LOST,WEB,2022-03-25 00:00:00,,,,,DOG,M,,MED,UNKNOWN,CANE CORSO,,13502
LOST,A713347,,LOST,WEB,2022-03-27 00:00:00,,,,,DOG,M,,SMALL,UNKNOWN,POMERANIAN,40214,13503
NP,A713396,40218,FOSTER,RETURN,2022-04-22 00:00:00,FOSTER RET,ADOPTION,WALK IN,2022-04-22 00:00:00,DOG,N,N,LARGE,BLACK / WHITE,STAFFORDSHIRE,40215,13504
N38,A713501,40291,STRAY,OTC,2022-03-30 00:00:00,STRAY,ADOPTION,WALK IN,2022-07-05 00:00:00,CAT,S,N,LARGE,GRAY / WHITE,DOMESTIC SH / MIX,40291,13505
LOST,A707257,,LOST,WEB,2021-12-19 00:00:00,,,,,CAT,M,,MED,UNKNOWN,EUROPEAN SH,,13506
FOSTER,A707383,40220,STRAY,OTC,2021-12-23 00:00:00,STRAY,FOSTER,TOO YOUNG,2021-12-30 00:00:00,CAT,N,N,KITTN,BLACK / WHITE,DOMESTIC SH,40203,13507
K201B,A707407,40219,STRAY,OTC,2022-06-16 00:00:00,STRAY,RTO,IN KENNEL,2022-06-16 00:00:00,DOG,S,N,SMALL,TRICOLOR / GRAY,CAIRN TERRIER / MIX,40219,13508
LOST,A707507,,LOST,WEB,2021-12-25 00:00:00,,,,,CAT,M,,MED,UNKNOWN,DOMESTIC SH,,13509
LOST,A707605,,LOST,WEB,2021-12-28 00:00:00,,,,,DOG,M,,SMALL,UNKNOWN,CHIHUAHUA SH,,13510
LOST,A707620,,LOST,WEB,2021-12-31 00:00:00,,,,,DOG,F,,SMALL,WHITE,CHIHUAHUA LH,,13511
TNR/SNR,A707694,40216,STRAY,OTC,2022-01-03 00:00:00,STRAY,SNR,,2022-01-05 00:00:00,CAT,N,N,LARGE,GRAY / WHITE,DOMESTIC LH,40214,13512
ID09,A681166,40210,STRAY,FIELD,2022-06-18 00:00:00,ABANDON,EUTH,BEHAV OBSV,2022-06-29 00:00:00,DOG,M,Y,MED,BLACK / WHITE,PIT BULL,40212,13513
TNR/SNR,A699315,40218,STRAY,OTC,2021-09-03 00:00:00,STRAY,SNR,,2021-09-08 00:00:00,CAT,N,N,MED,ORG TABBY,DOMESTIC SH,40218,13514
FOUND,A699787,,FOUND,WEB,2021-09-08 00:00:00,,,,,DOG,M,,MED,BLACK / WHITE,POINTER,40207,13515
LOST,A700373,,LOST,WEB,2021-09-03 00:00:00,,,,,CAT,F,,MED,UNKNOWN,AMER SH,40272,13516
K103,A700386,40220,STRAY,OTC,2021-09-13 00:00:00,STRAY,TRANSFER,RESCUE GRP,2021-09-29 00:00:00,DOG,N,N,SMALL,GRAY,SILKY TERRIER,40220,13517
N12,A715287,40212,STRAY,OTC,2022-05-03 00:00:00,STRAY,ADOPTION,INTERNET,2022-05-19 00:00:00,DOG,S,N,MED,BR BRINDLE,PIT BULL,40212,13518
N38,A715348,40218,FOSTER,RETURN,2022-06-08 00:00:00,FOSTER RET,ADOPTION,FACEBOOK,2022-06-11 00:00:00,CAT,N,N,KITTN,BLACK,DOMESTIC LH,40150,13519
TNR/SNR,A715360,40222,OWNER SUR,FIELD,2022-05-04 00:00:00,UNKNOWN,SNR,,2022-05-06 00:00:00,CAT,S,N,MED,CALICO,DOMESTIC SH,40222,13520
NF1,A715361,40222,OWNER SUR,FIELD,2022-05-04 00:00:00,UNKNOWN,TRANSFER,RESCUE GRP,2022-05-17 00:00:00,CAT,N,N,MED,GRAY TABBY,DOMESTIC SH,40222,13521
DW03,A705818,40219,STRAY,OTC,2021-11-17 00:00:00,STRAY,TRANSFER,KHS,2021-11-23 00:00:00,DOG,F,N,PUPPY,BLACK,LABRADOR RETR / MIX,40219,13522
LOST,A705851,,LOST,WEB,2021-11-11 00:00:00,,,,,CAT,M,,MED,UNKNOWN,MAINE COON,,13523
N03,A705882,40218,STRAY,OTC,2021-11-18 00:00:00,STRAY,ADOPTION,WALK IN,2021-11-27 00:00:00,DOG,N,N,MED,TRICOLOR,BLACK/TAN HOUND / MIX,40205,13524
FOSTER,A706034,40219,STRAY,OTC,2021-11-23 00:00:00,STRAY,FOSTER,,2021-12-01 00:00:00,DOG,N,N,SMALL,TAN,DACHSHUND WH / MIX,40219,13525
FOSTER,A706196,40258,STRAY,FIELD,2021-11-29 00:00:00,STRAY,FOSTER,MEDICAL,2022-01-21 00:00:00,DOG,M,N,MED,TRICOLOR,BEAGLE,40258,13526
FOSTER,A706648,40218,STRAY,OTC,2021-12-02 00:00:00,STRAY,FOSTER,TIME/SPACE,2021-12-06 00:00:00,RABBIT,M,N,MED,ORANGE / WHITE,RABBIT SH,40291,13527
FOSTER,A706648,40218,FOSTER,RETURN,2021-12-11 00:00:00,STRAY,TRANSFER,RESCUE GRP,2021-12-11 00:00:00,RABBIT,M,N,MED,ORANGE / WHITE,RABBIT SH,40228,13528
611,A706785,40219,OWNER SUR,EUTH REQ,2021-12-06 00:00:00,BITES,EUTH,REQUESTED,2021-12-15 00:00:00,DOG,M,Y,LARGE,BR BRINDLE,PIT BULL,40215,13529
LOST,A706807,,LOST,WEB,2021-12-04 00:00:00,,,,,DOG,F,,LARGE,WHITE,BULLDOG,,13530
FOSTER,A721329,40211,FOSTER,RETURN,2022-10-13 00:00:00,FOSTER RET,FOSTER,TIME/SPACE,2022-10-14 00:00:00,DOG,S,Y,MED,WHITE / BROWN,AMER BULLDOG / MIX,40216,13531
FOSTER,A721329,40243,FOSTER,RETURN,2022-11-11 00:00:00,FOSTER RET,FOSTER,VACATION,2022-11-19 00:00:00,DOG,S,Y,MED,WHITE / BROWN,AMER BULLDOG / MIX,40243,13532
LOST,A710958,,LOST,WEB,2022-02-09 00:00:00,,,,,DOG,M,,,UNKNOWN,DACHSHUND,,13533
TNR/SNR,A710983,40216,STRAY,OTC,2022-02-26 00:00:00,STRAY,SNR,,2022-03-02 00:00:00,CAT,N,N,MED,BRN TABBY,DOMESTIC SH,40214,13534
TNR/SNR,A710984,40216,STRAY,OTC,2022-02-26 00:00:00,STRAY,SNR,,2022-03-02 00:00:00,CAT,N,N,MED,BRN TABBY,DOMESTIC SH,40214,13535
K106B,A711009,40207,STRAY,OTC,2022-02-28 00:00:00,STRAY,RTO,IN KENNEL,2022-03-02 00:00:00,DOG,M,N,MED,BROWN / BLACK,BEAGLE,40245,13536
N43,A723588,40299,OWNER SUR,OTC,2022-09-14 00:00:00,OWNER DIED,ADOPTION,INTERNET,2022-09-23 00:00:00,CAT,N,N,MED,WHITE / BRN TABBY,DOMESTIC SH,40299,13537
NP,A723599,40272,STRAY,OTC,2022-09-14 00:00:00,STRAY,ADOPTION,WALK IN,2022-09-21 00:00:00,DOG,N,N,SMALL,TRICOLOR,BEAGLE,40272,13538
FOUND,A723778,,FOUND,WEB,2022-09-16 00:00:00,,,,,DOG,M,,,UNKNOWN,SIBERIAN HUSKY,,13539
LOST,A723813,,LOST,WEB,2022-09-18 00:00:00,,,,,DOG,M,,SMALL,BLACK,GERM SHEPHERD,,13540
FOUND,A723849,,FOUND,WEB,2022-09-18 00:00:00,,,,,DOG,F,,SMALL,BLACK,CHIHUAHUA LH,40241,13541
FOLLOWUP,A723850,40206,STRAY,FIELD,2022-09-30 00:00:00,STRAY,RTO,IN KENNEL,2022-09-30 00:00:00,DOG,M,N,LARGE,BR BRINDLE / WHITE,PIT BULL,40206,13542
NP,A723857,40228,STRAY,OTC,2022-09-19 00:00:00,STRAY,ADOPTION,FACEBOOK,2022-10-06 00:00:00,DOG,N,N,MED,SABLE / BLACK,GERM SHEPHERD,40219,13543
C223,A723991,40229,STRAY,OTC,2022-09-20 00:00:00,STRAY,FOSTER,TOO YOUNG,2022-09-21 00:00:00,CAT,N,N,KITTN,GRAY,DOMESTIC SH,40245,13544
N43,A723991,40229,FOSTER,RETURN,2022-11-01 00:00:00,FOSTER RET,ADOPTION,WALK IN,2022-11-03 00:00:00,CAT,N,N,KITTN,GRAY,DOMESTIC SH,40204,13545
N37,A724094,40272,FOSTER,RETURN,2022-12-07 00:00:00,FOSTER RET,ADOPTION,INTERNET,2022-12-07 00:00:00,CAT,N,N,SMALL,WHITE,DOMESTIC SH,40272,13546
TNR/SNR,A724100,40218,STRAY,OTC,2022-09-21 00:00:00,STRAY,SNR,,2022-09-23 00:00:00,CAT,S,N,KITTN,BLUE / CREAM,DOMESTIC SH,40218,13547
ACO UNIT,A724112,40212,CONFISCATE,POLICE,2022-09-21 00:00:00,OWNER MED,RTO,IN FIELD,2022-10-05 00:00:00,DOG,N,N,PUPPY,WHITE / BROWN,PIT BULL / MIX,40212,13548
405,A712367,40241,STRAY,FIELD,2022-03-09 00:00:00,CRUELTY,TRANSFER,KHS,2022-03-16 00:00:00,DOG,F,N,MED,TAN / BLACK,GERM SHEPHERD / MIX,40059,13549
LOST,A712432,,LOST,WEB,2022-03-11 00:00:00,,,,,DOG,F,,MED,UNKNOWN,LABRADOR RETR,,13550
LOST,A712445,,LOST,WEB,2022-03-09 00:00:00,,,,,CAT,M,,SMALL,UNKNOWN,DOMESTIC SH,,13551
TNR/SNR,A712595,40219,STRAY,OTC,2022-03-15 00:00:00,STRAY,SNR,,2022-03-17 00:00:00,CAT,N,N,LARGE,GRAY TABBY,DOMESTIC SH,40219,13552
NP,A712653,40217,FOSTER,RETURN,2022-08-14 00:00:00,FOSTER RET,ADOPTION,WALK IN,2022-08-14 00:00:00,DOG,S,N,MED,TAN,PIT BULL,40217,13553
LOST,A712656,,LOST,WEB,2022-03-09 00:00:00,,,,,DOG,F,,MED,UNKNOWN,PIT BULL,40218,13554
LOST,A712691,,LOST,WEB,2022-03-16 00:00:00,,,,,DOG,M,,TOY,UNKNOWN,SHIH TZU,,13555
C121,A712711,40217,STRAY,OTC,2022-03-18 00:00:00,STRAY,RTO,IN KENNEL,2022-03-24 00:00:00,CAT,N,N,LARGE,BLACK / WHITE,DOMESTIC SH,40205,13556
N36,A712777,40219,RETURN,ADOPTION,2022-04-01 00:00:00,NO TIME,ADOPTION,WEB METRO,2022-04-03 00:00:00,DOG,N,N,SMALL,WHITE / BLACK,JACK RUSS TER / MIX,40219,13557
NF2,A712946,40272,FOSTER,RETURN,2022-05-11 00:00:00,FOSTER RET,ADOPTION,WALK IN,2022-05-13 00:00:00,CAT,S,N,KITTN,BLACK,DOMESTIC SH,40272,13558
LOST,A727505,,LOST,WEB,2022-11-06 00:00:00,,,,,DOG,F,,MED,BLACK,LABRADOR RETR,,13559
C122,A727678,40229,STRAY,OTC,2022-11-18 00:00:00,STRAY,RTF,,2022-11-29 00:00:00,CAT,N,N,LARGE,BLACK / WHITE,DOMESTIC LH,40229,13560
C216,A723808,40229,STRAY,OTC,2022-09-18 00:00:00,STRAY,TRANSFER,KHS,2022-09-19 00:00:00,CAT,U,N,MED,ORG TABBY,DOMESTIC SH,40207,13561
NP,A723853,40216,FOSTER,RETURN,2022-10-06 00:00:00,FOSTER RET,ADOPTION,WALK IN,2022-10-07 00:00:00,DOG,N,N,SMALL,TAN,CHIHUAHUA SH,40216,13562
TNR/SNR,A724002,40245,STRAY,OTC,2022-09-20 00:00:00,STRAY,SNR,,2022-09-22 00:00:00,CAT,S,N,SMALL,BLACK / WHITE,DOMESTIC SH,40245,13563
FOSTER,A724065,40212,STRAY,OTC,2022-09-21 00:00:00,STRAY,FOSTER,TOO YOUNG,2022-10-05 00:00:00,CAT,S,N,KITTN,ORG TABBY,DOMESTIC SH,40205,13564
ID01,A705086,40203,STRAY,FIELD,2023-09-04 00:00:00,STRAY,RTO,IN KENNEL,2023-09-13 00:00:00,DOG,S,N,MED,WHITE / TAN,PIT BULL,40216,13565
C403,A705658,40258,STRAY,OTC,2021-12-23 00:00:00,STRAY,SNR,,2021-12-30 00:00:00,CAT,N,N,KITTN,BLACK,DOMESTIC MH,40258,13566
TNR/SNR,A705658,40258,STRAY,OTC,2021-11-13 00:00:00,STRAY,SNR,,2021-12-01 00:00:00,CAT,N,N,KITTN,BLACK,DOMESTIC MH,40258,13567
C401,A705658,40258,STRAY,OTC,2021-12-08 00:00:00,STRAY,RTF,,2021-12-15 00:00:00,CAT,N,N,KITTN,BLACK,DOMESTIC MH,40258,13568
TNR/SNR,A705668,40213,STRAY,OTC,2021-11-13 00:00:00,STRAY,SNR,,2021-11-17 00:00:00,CAT,N,N,LARGE,BLACK,DOMESTIC SH,40214,13569
ACO UNIT,A705852,40211,STRAY,FIELD,2021-11-18 00:00:00,STRAY,EUTH,INHUMANE,2021-11-18 00:00:00,CAT,F,N,MED,WHITE / BRN TABBY,DOMESTIC SH,40211,13570
N20,A706035,40217,STRAY,OTC,2021-11-23 00:00:00,STRAY,ADOPTION,FACEBOOK,2021-12-09 00:00:00,DOG,S,N,LARGE,FAWN,BELG MALINOIS / BOXER,40217,13571
309,A706035,40213,STRAY,OTC,2024-05-15 00:00:00,STRAY,RTO,IN KENNEL,2024-05-16 00:00:00,DOG,S,N,LARGE,FAWN,BELG MALINOIS / BOXER,08048,13572
C116,A706124,40219,STRAY,FIELD,2021-11-26 00:00:00,STRAY,DIED,IN KENNEL,2021-12-13 00:00:00,CAT,F,N,MED,BLACK / WHITE,DOMESTIC MH,40219,13573
TNR/SNR,A706214,40272,STRAY,FIELD,2021-11-30 00:00:00,STRAY,SNR,,2021-12-02 00:00:00,CAT,N,N,MED,WHITE / RED,SIAMESE / MIX,40272,13574
NP,A706711,40215,STRAY,OTC,2021-12-04 00:00:00,STRAY,ADOPTION,EVENT,2021-12-11 00:00:00,DOG,S,N,MED,WHITE / GRAY,BULL TERR MIN / MIX,40215,13575
FOSTER,A706732,40215,FOSTER,RETURN,2022-01-03 00:00:00,STRAY,TRANSFER,RESCUE GRP,2022-01-03 00:00:00,DOG,F,N,SMALL,WHITE / BLACK,CHIHUAHUA SH,40216,13576
LOST,A721342,,LOST,WEB,2022-08-13 00:00:00,,,,,CAT,M,,MED,UNKNOWN,DOMESTIC SH,,13577
TNR/SNR,A721386,40215,STRAY,OTC,2022-08-16 00:00:00,STRAY,SNR,,2022-08-18 00:00:00,CAT,S,N,SMALL,BRN TABBY / ORG TABBY,DOMESTIC SH,40215,13578
LOST,A721496,,LOST,WEB,2022-08-05 00:00:00,,,,,CAT,,,SMALL,BROWN,DOMESTIC MH,,13579
LOST,A697931,,LOST,WEB,2021-08-16 00:00:00,,,,,DOG,M,,MED,UNKNOWN,AM PIT BULL TER,40211,13580
FOUND,A698079,,FOUND,WEB,2021-08-19 00:00:00,,,,,DOG,F,,SMALL,WHITE / WHITE,BICHON FRISE,40299,13581
LOST,A698859,,LOST,WEB,2021-08-26 00:00:00,,,,,CAT,F,,SMALL,UNKNOWN,DOMESTIC SH,40217,13582
FOUND,A698953,,FOUND,WEB,2021-08-19 00:00:00,,,,,CAT,M,,LARGE,BLACK,DOMESTIC SH,40207,13583
TNR/SNR,A698972,40214,STRAY,OTC,2021-08-30 00:00:00,STRAY,SNR,,2021-09-01 00:00:00,CAT,S,N,MED,BLACK / WHITE,DOMESTIC SH,40214,13584
TNR/SNR,A698976,40214,STRAY,OTC,2021-08-30 00:00:00,STRAY,SNR,,2021-09-01 00:00:00,CAT,N,N,KITTN,BLACK,DOMESTIC SH,40214,13585
NF1,A699182,40219,FOSTER,RETURN,2021-10-21 00:00:00,FOSTER RET,ADOPTION,INTERNET,2021-10-23 00:00:00,CAT,N,N,KITTN,BLACK / WHITE,DOMESTIC SH,40222,13586
LOST,A699214,,LOST,WEB,2021-06-26 00:00:00,,,,,DOG,F,,MED,UNKNOWN,JACK RUSS TERR,40242,13587
TNR/SNR,A699275,40216,STRAY,OTC,2021-09-02 00:00:00,STRAY,SNR,,2021-09-08 00:00:00,CAT,N,N,KITTN,BRN TABBY,DOMESTIC SH,40216,13588
FOUND,A699335,,FOUND,WEB,2021-09-04 00:00:00,,,,,DOG,M,,SMALL,BLACK / BROWN,BEAGLE,40214,13589
TNR/SNR,A700236,40218,STRAY,OTC,2021-09-09 00:00:00,STRAY,SNR,,2021-09-22 00:00:00,CAT,S,N,SMALL,BRN TABBY,DOMESTIC SH,40291,13590
LOST,A700417,,LOST,WEB,2021-09-13 00:00:00,,,,,DOG,F,,LARGE,UNKNOWN,GERM SHEPHERD,40218,13591
LOST,A715335,,LOST,WEB,2022-05-03 00:00:00,,,,,DOG,M,,LARGE,UNKNOWN,AM PIT BULL TER,,13592
DW14,A705959,40220,STRAY,OTC,2021-11-20 00:00:00,STRAY,RTO,IN KENNEL,2021-11-23 00:00:00,DOG,N,N,LARGE,TAN / WHITE,PIT BULL,40220,13593
LOST,A705976,,LOST,WEB,2021-11-20 00:00:00,,,,,DOG,M,,SMALL,UNKNOWN,YORKSHIRE TERR,,13594
LOST,A706074,,LOST,WEB,2021-11-12 00:00:00,,,,,DOG,M,,SMALL,UNKNOWN,YORKSHIRE TERR,,13595
FOSTER,A706135,40216,STRAY,OTC,2021-11-27 00:00:00,STRAY,TRANSFER,KHS,2021-12-02 00:00:00,DOG,M,N,SMALL,FAWN,CHIHUAHUA SH,40216,13596
LOST,A706691,,LOST,WEB,2021-12-02 00:00:00,,,,,CAT,F,,SMALL,UNKNOWN,DOMESTIC SH,,13597
FOLLOWUP,A706719,40272,STRAY,OTC,2021-12-04 00:00:00,STRAY,RTO,IN KENNEL,2021-12-08 00:00:00,DOG,S,N,LARGE,BLACK / BROWN,ROTTWEILER,40118,13598
ID07,A706804,40220,STRAY,OTC,2021-12-08 00:00:00,STRAY,RTO,IN KENNEL,2021-12-11 00:00:00,DOG,S,N,LARGE,WHITE / BLACK,PIT BULL / MIX,40242,13599
FOSTER,A721329,OUT OF COUNTY,OWNER SUR,RETURN 30,2022-10-29 00:00:00,DIVORCE,FOSTER,VACATION,2022-11-05 00:00:00,DOG,S,Y,MED,WHITE / BROWN,AMER BULLDOG / MIX,47126,13600
INTAKE,A721428,40218,FOSTER,RETURN,2022-11-18 00:00:00,STRAY,ADOPTION,WALK IN,2022-11-18 00:00:00,DOG,S,N,MED,TRICOLOR,JACK RUSS TER / MIX,40245,13601
FOSTER,A721428,40245,FOSTER,RETURN,2022-10-21 00:00:00,FOSTER RET,FOSTER,MEDICAL,2022-10-22 00:00:00,DOG,S,N,MED,TRICOLOR,JACK RUSS TER / MIX,40245,13602
210,A707774,40212,STRAY,OTC,2022-01-05 00:00:00,STRAY,TRANSPORT,RESCUE GRP,2022-01-22 00:00:00,DOG,N,N,LARGE,BLACK / TAN,GERM SHEPHERD,40212,13603
LOST,A707843,,LOST,WEB,2021-12-20 00:00:00,,,,,CAT,,,,UNKNOWN,DOMESTIC SH,,13604
TNR/SNR,A708027,40216,STRAY,OTC,2022-01-13 00:00:00,STRAY,SNR,,2022-01-19 00:00:00,CAT,S,N,MED,GRAY,DOMESTIC SH,40216,13605
108,A708081,40291,STRAY,OTC,2022-01-14 00:00:00,STRAY,EUTH,REQUESTED,2022-02-23 00:00:00,DOG,M,N,MED,TRICOLOR,CATAHOULA / PIT BULL,40031,13606
BARN,A708088,40218,STRAY,OTC,2022-01-15 00:00:00,STRAY,RTO,IN KENNEL,2022-01-15 00:00:00,BIRD,U,N,SMALL,GREEN / RED,PARAKEET,40218,13607
403,A708210,40210,STRAY,OTC,2022-01-19 00:00:00,STRAY,TRANSFER,KHS,2022-01-25 00:00:00,DOG,F,N,MED,WHITE / BROWN,PIT BULL,40211,13608
K101,A708401,40245,RETURN,ADOPTION,2022-02-03 00:00:00,CHILD PROB,TRANSFER,RESCUE GRP,2022-02-12 00:00:00,DOG,N,N,SMALL,BROWN / BLACK,YORKSHIRE TERR,,13609
N49,A713424,40217,STRAY,OTC,2022-03-29 00:00:00,STRAY,ADOPTION,FRIEND,2022-04-07 00:00:00,CAT,S,N,SMALL,BRN TABBY,DOMESTIC SH,40217,13610
NP,A713573,40218,FOSTER,RETURN,2022-04-14 00:00:00,FOSTER RET,ADOPTION,WALK IN,2022-04-15 00:00:00,DOG,N,N,PUPPY,TAN,GERM SHEPHERD,40205,13611
FOSTER,A713622,40214,STRAY,OTC,2022-04-01 00:00:00,STRAY,FOSTER,STRAY,2022-04-05 00:00:00,RABBIT,U,N,SMALL,BROWN,RABBIT LH,40229,13612
